21,44,9월 취업자 수는 30만 명대로 회복됐지만 청년층과 제조업 취업자는 계속해서 감소했다.
22,46,동해시는 산업 분야 강원특별법 특례 발굴을 추진하여 항만 활성화를 돕고자 한다.
23,48,"화천지역에서는 공공임대주택의 자격 요건을 완화해야 한다는 요구가 나오고 있으며, 이를 통해 지역 소멸 문제를 해결하고자 한다."
24,121,"전북에는 심장혈관흉부외과 전공의가 1명, 신경외과 전공의가 4명뿐이며, 지방 의료와의 격차가 크다고 밝혀졌다."
25,122,아기의 죽음으로 가족은 사망 선고에 처해져 통근 영화처럼 당황하고 절망했다.
26,123,광양시 금호동의 광양제철소 원료부두에서 컨베이어 벨트에서 불이 발생했습니다.
27,124,광주 지산IC 개발 공사에서 부실한 설계와 관련하여 감사위원회가 관련 공무원 8명에게 주의 또는 훈계 처분을 내림.
28,49,정선군이 올해 처음으로 시범 운영한 공공형 외국인 계절 근로자 사업이 안정적인 일거리와 업무효율성 향상에 도움이 되었다.
29,50,"울산지역의 취업자 수가 증가하여 고용률이 60%로 회복되었으나, 실업자 수와 실업률이 상승했다."
30,52,미국 상무부가 삼성전자와 SK하이닉스의 중국 공장에 대한 반도체 장비 수출 규제 유예를 공식화했다.
31,126,경북대 교육대학원이 IB 교사를 양성하는 기관 인증을 받아 석사학위와 비학위과정을 운영할 예정이다.
32,127,환경부는 내성천 일대의 자연 생태가 훼손되고 있다는 지적에 대한 후속 조치를 취하지 않았다.
33,128,"대한민국 대표팀이 아시안게임 남자축구에서 일본을 이기고 금메달을 획득, 홍대 일대에서 기쁨이 폭발했다."
34,130,"경남지회의 ''찾아가는 산부인과'' 이용자들의 조사 결과, 98%가 검진 프로그램에 만족하며, 28%는 병원이 멀어서 이용을 못했다고 답했다."
35,95,"울산의 휘발유와 경유 가격이 13주째 상승했고, 중동지역 긴장 상황이 유가의 변수로 작용할 것으로 예측되었다."
36,55,"한국의 원전이 이집트와 루마니아에서 수주에 성공하여 원전 수출이 활성화되고, 국내에서는 원전 생태계 복원이 본격화되고 있다."
37,97,울산 중구 다운동 일원 개발제한구역이 해제되어 탄소중립특화연구집적단지 조성사업이 추진됩니다.
38,131,"우리나라가 2022 항저우 아시안게임에서 금메달 42개, 은메달 59개, 동메달 89개를 획득해 종합 순위 3위를 달리고 있다."
39,134,"전남 목포시 교회에서 발생한 화재로 1명이 다쳤고 40여명이 대피했으며, 건물과 차량에 소방당국 추산으로 약 3억 1천만 원의 재산피해가 발생했습니다."
40,135,강서구청장 보궐선거 유세 중 욕설과 위협 혐의로 40대 남성이 체포됐다.
41,56,"휴대폰 이용자들은 통화 품질에는 만족하나 이용 요금에 대한 만족도는 낮았으며, 부가서비스 등 부당가입 유도에 대한 불만이 가장 많았다."
42,58,"미국의 물가 상승으로 인해 미 연준의 긴축에 대한 우려가 커지고, 국내 증시와 환율도 불안한 상태이다."
43,137,이성윤 법무연수원 연구위원이 윤석열 대통령을 공개적으로 비판하여 법무부의 감찰 개시를 받게 되었다.
44,139,한동훈 법무부 장관이 예술의전당을 방문해 런던 필하모닉 오케스트라 공연을 관람한 것이 화제다.
45,59,"전세사기로 인해 세입자들의 불안이 확산되고 있으며, 전세 보증금을 돌려받지 못하는 위험 가구는 49만 가구에 이를 것으로 분석되고 있다고 밝혔다."
46,64,"한동훈 법무부 장관은 대검찰청 범죄정보담당관 부활에 대해 '범죄가 아닌 정보는 확실히 시정하겠다'""고 말했다.""
47,140,진주시 봉곡동의 식당에서 불이 났으나 인명피해는 없었고 소방당국이 신고를 접수한 불을 빠르게 껐다고 밝혔다.
48,142,"한국의 병역특례 혜택을 받은 스포츠 및 예술인에 대한 논란이 커지고 있으며, 군 입대로 인한 활동 제약을 최소화할 필요성이 제기되고 있다."
49,143,진주시 봉곡동 중식당에서 불이 났으나 다친 사람은 없었고 소방당국이 빠르게 진화하였다.
50,61,진교훈 후보가 강서구청장 보궐선거에서 당선되어 강서구정 정상화를 위해 최선을 다할 것이라고 밝혔다.
51,62,한동훈 법무부 장관은 인사정보관리단이 자료 수집만 하고 가부 판단은 하지 않는다고 말했다. 이에 대해 민주당 의원들은 인사 검증 방식을 공개하지 않는 것과 관련하여 비판했다.
52,63,11일 법무부 대상 국정감사에서 여야는 이재명 대표의 '사법 리스크'를 둘러싸고 공방을 벌였다.
53,145,"주 4일제 채택하는 사업장이 늘어나고 있으며, 주 4일제는 우리의 새로운 일상이 될 수 있을까?"
54,146,"주 4일제를 시행 중인 기업에서는 생산성과 만족도가 높아지는 반면 비용 문제가 발생하고 있으며, 주 4일제 도입은 사회적 논의와 사회복지 제도 강화가 필요하다는 의견이 있다."
55,147,"''이상한 변호사 우영우''의 주인공과의 사회적 관심은 분리교육 논란으로 이어졌으며, 정부의 특수교육 지침 마련에도 현장에서 우려의 목소리가 나오고 있다."
56,149,"한국에서는 2025년부터 모든 담배의 유해 성분을 공개해야 하며, 세계적으로 담배 규제가 강화되고 있다."
57,78,버스정류장에서 음료를 들고 버스에 탑승하려는 남성이 버스기사에 의해 제지되자 공분을 사고 있습니다.
58,150,"지난해 성범죄 관련 혐의에 대한 1심 재판에서 무죄 선고를 받은 비율이 전체 형사사건 평균보다 높았으며, 성범죄자의 집행유예 선고 비율도 높았다."
59,66,"강원도교육청은 강원특별법 3차 개정에 반영될 교육 특례 11개를 최종 선정했으며, 내년을 목표로 강원도와 협의하여 대응할 예정이다."
60,68,강원도 내 대부분 시군에서 오늘부터 노인을 대상으로 인플루엔자 무료 예방접종을 시작한다.
61,69,"진교훈 더불어민주당 후보가 서울 강서구청장 후보 보궐선거에서 앞서 나가고 있으며, 당선이 확실해 보입니다."
62,71,진교훈 더불어민주당 후보가 10·11 강서구청장 보궐선거에서 앞서고 있어 당선이 유력하다.
63,85,"네덜란드 암스테르담의 거래소는 17세기 무역과 금융의 중심지로, 세계 최초의 본격 상품거래소 중 하나였으며, 유대인 상인들의 활약으로 유명하다."
64,151,강서구청장 보궐선거 유세현장에서 선거운동원을 폭행한 40대 남성이 경찰에 붙잡혔다.
65,152,인천 삼산경찰서는 택시 기사들에게 휴대전화를 빌려 돈을 빼가는 수법으로 1억여 원을 갈취한 20대 남성을 구속해 검찰에 넘겼다.
66,53,"울산의 신복로터리가 평면교차로로 변화되어 교통사고와 교통체증 감소를 기대하고 있으며, 안전 장치 및 교통 홍보 등을 통해 사고 예방을 위한 노력을 하고 있다."
67,113,서울세계불꽃축제에 100만명이 넘는 인파가 몰려 한강공원은 북새통을 이루었고 경찰과 서울시는 인파관리와 안전통제에 총력을 다한 것으로 알려졌다.
68,73,"대학생 이모(19)씨가 어머니를 살해한 혐의로 재판에 넘겨졌고, 첫 재판에서 이씨는 혐의를 인정했다."
69,74,강원도 홍천군에서 발생한 교통사고로 80대 여성이 숨지며 운전자는 혐의로 입건되었다.
70,75,더불어민주당 진교훈 후보가 서울 강서구청장 보궐선거에서 당선되었다.
71,76,인천경제자유구역청이 'MUST.CONNECT Singapore 2023'을 개최하여 한국-싱가포르 바이오 스타트업을 대상으로 글로벌 시장 진출과 투자 유치 기회를 제공했다.
72,77,인천 연수구 한 고급 호텔에서 마약류를 투약한 20대 남녀가 입건되었다.
73,81,"강원도는 춘천시, 삼척시, 철원군이 ''축산악취개선 공모사업'' 대상으로 선정돼 국비 4억 원을 확보했으며, 각 지역은 다양한 분야에서 축산 환경 개선사업을 진행할 예정이다."
74,120,광주시는 '2023 경기도 드론 경진대회'에서 3위에 입상하여 드론 활용한 현장 중심 행정서비스를 지속적으로 제공할 예정이다.
75,80,"이정근 전 더불어민주당 사무부총장이 청탁 대가로 10억 원을 받은 혐의로 기소되었으며, 2심에서 감형된 징역 4년 2개월과 추징금 8억 9천여만 원을 선고받았다."
76,83,중국 부동산 개발사 자자오예 집단이 강제청산에 몰리면 채권 회수율이 5% 미만일 것으로 경고했다.
77,125,"광주 학동 붕괴 참사와 관련해 건물 해체계획서를 허가한 공무원 2명에게 경징계 요구가 있고, 감사 결과 식품에서 바퀴벌레 발견 등 54건의 지적사항이 확인되었다."
78,132,"수도권에 심장혈관, 흉부, 신경외과 전공의의 57%가 배치되어 있으며, 비수도권 지역은 취약한 상황이다."
79,136,20대 남성이 고령의 택시 기사들에게 휴대전화를 빌려 은행 앱을 통해 1억여원을 인출한 뒤 경찰에 붙잡혔다.
80,89,이스라엘군은 팔레스타인 가자 지구에 대한 공습으로 하마스의 고위 간부 2명을 사살했다고 밝혔다.
81,91,"보이스피싱 사기범들은 검찰이나 수사관을 사칭하여 개인정보를 요구하고 피해자를 협박하는데, 피해자는 의심되는 전화를 끊고 확인하는 습관을 가져야 한다."
82,92,김창기 국세청장은 비주거용 부동산에 대한 시가 과세를 확대하고 객관적 기준과 예산을 더 확보하여 대상자를 넓힐 필요가 있다고 밝혔다.
83,93,"중동 지역의 갈등으로 인해 우리 경제에 부담이 더해지고, 유가 흐름에 따라 경제 향방도 달라질 수 있다는 우려가 나타났다."
84,138,화성시는 '2023 정조효문화제·정조대왕능행차' 행사를 통해 시민들의 참여를 유도하고 대표 축제로 발전시킬 계획이다.
85,25,70대 남편이 사망하고 중상을 입은 아내가 발견되어 경찰이 수사에 착수했다.
86,21,한국인 163명 등 220명을 빼낸 우리 공군 수송기가 이스라엘에서 출발하여 무사히 한국으로 도착했다.
87,99,여야는 연구개발(R&D) 예산 삭감 문제에서 의견 충돌하며 국회 산업통상자원중소벤처기업위원회에서 찬반 설전을 벌였다.
88,54,"한국은행이 폐기된 동전을 팔아 10년 동안 166억 원 이상의 수익을 올렸으며, 폐기 주화의 매각 대금은 지난해 34억9000만 원으로 집계되었다고 한은이 밝혔다."
89,57,미국 정부가 삼성전자와 SK하이닉스의 중국 현지 공장에 대한 미국산 반도체 장비 반입 규제 유예 방침을 공식화했다.
90,60,"취업자 수가 3개월 만에 30만 명대로 회복되었지만, 청년층과 제조업은 감소세를 보였다."
91,65,경기신용보증재단은 '2030 비전 선포 및 이지원(Easy One) 오픈 행사'를 개최하여 도민중심 금융서비스 기관으로의 변화를 추진한다.
92,67,"고성군은 범람하는 소하천의 정비를 위해 국비 지원이 필요하며, 추가 피해가 우려된다고 밝혔다."
93,84,"IMF가 한국의 내년 경제 성장률 전망치를 하향 조정하여 2.2%로 예측하고, 일본의 성장률이 한국보다 높아질 것으로 전망했다."
94,72,"경총은 실업급여 제도의 문제점을 지적하고 개선 방안을 제안했다. 취업 의지를 떨어뜨리는 구직급여 하한액 폐지, 기간 연장 등이 주요 제안이다."
95,79,"한동훈 법무부 장관은 이재명 대표의 구속 지지 발언에 대해 '자신도 없어서 되겠느냐'고 반박하며 검찰 입장을 대신 말한 것이라고 언급했다."
96,82,"국회 국정감사에서 인터넷 언론의 방송통신심의에 대한 공세가 진행되며 논란이 빚어졌고, 포털이 뉴스제휴평가위원회 심사를 거쳐 제휴 언론사를 선정하는 과정에 대한 의혹이 제기되었다."
97,88,인천 검단 아파트 지하주차장 붕괴 사고와 관련하여 사용된 레미콘 원자재는 인증받지 않은 재사용 순환 골재로 안전 문제가 발견되었다.
98,90,IMF가 내년 우리 경제 성장률을 0.2%p 내려 2.2%로 전망하며 중국 경제 부진이 영향을 미칠 것으로 전망했다.
99,98,"국토교통부 국감에서는 양평고속도로 종점 변경 논란이 있었으며, 여당과 야당은 경제성 분석 결과와 부동산 통계 조작 의혹을 놓고 격론을 벌였다."
100,141,고속도로 휴게소에서 단체 관광객들이 술판을 벌이고 관광버스 주차장이 취식으로 인해 불편해지는 문제가 늘어나고 있다.
101,144,인천지법은 시어머니의 명의로 휴대전화를 개통하고 대출금을 빼돌린 며느리에게 징역 1년 2개월을 선고했다.
102,148,서울 강서구청장 보궐선거 유세 중 40대 남성이 김태우 후보 측 선거운동원을 폭행한 혐의로 경찰에 붙잡혔다.
103,100,"미국 GM의 파업에 이어 캐나다에서도 GM과의 단체협약 실패로 인한 파업이 시작되었으며, 생산 차질이 예상될 것이다."
104,51,미국 바이든 정부가 7곳의 수소 허브에 70억 달러를 지원하여 청정 수소 시장을 확대하고 탄소 배출을 절감할 것이라고 밝혔다.
105,119,"서울세계불꽃축제로 인해 음식 배달 제한, 아파트 대여권 판매, 배달 앱 우아한형제들 운영, 쿠팡이츠와 요기요 일시 중단, 교통 혼잡 발생했으나 사고는 없었다."
110,22,전남테크노파크가 광양만권HRD센터와 협업하여 지역내 취업희망자를 지원하고 육성하는 교육과정을 개설할 예정이다.
